"id","name","abbreviation","if","if5","sci","casup","casbase","publisher","issn","eissn","official_url","rss_url"
"28186","Prism","Prism",,,"0","文学4区",,"Duke","2578-3505","2578-3491",,
"28187","Prohistoria. Historia, Politicas de la Historia","Prohistoria, Hist. Polit. Hist.",,,"0",,,,"1851-9504",,,
"28188","Research in Contemporary World Literature/ Pazhuhesh-e Zabanha-ye Khareji","Res. Contemp. World Lit./ Pazhuhesh-Zabanha-ye Khareji",,,"0",,,,"2588-7092","2588-4131",,
"28189","Review of English Studies","Rev. Engl. Stud.","0.3","0.3","0","文学3区",,"Oxford","1471-6968","0034-6551",,
"28190","Russian Japanology Review","Russ. Jpn. Rev.",,,"0",,,,"2658-6789","2658-6444",,
"28191","Scripta and E-Scripta","Scr. E-Scr.",,,"0",,,,"1312-238X","2603-3364",,
"28192","Social Sciences and Missions","Soc. Sci. Missions",,,"0",,,"Brill","1874-8945","1874-8937",,
"28193","Studia Heideggeriana","Stud. Heideggeriana",,,"0",,,,"2250-8740","2250-8767",,
"28194","SVMMA","SVMMA",,,"0","历史学4区",,,"2014-7023",,,
"28195","Zeitschrift fur Philosophische Forschung","Z. fur Philos. Forsch.","0.1","0.1","0","哲学4区",,,"0044-3301",,,
"28196","Advances in Health Care Management","Adv. Health Care Manag.",,,"0",,,"Emerald","1474-8231",,,
"28197","Advances in Research on Russian Business and Management","Adv. Res. Russ. Bus. Manag.",,,"0",,,,"2578-725X","2578-7268",,
"28198","Anthropology of the Middle East","Anthropol. Middle East",,,"0",,,,"1746-0727","1746-0719",,
"28199","ASHA Leader","ASHA Lead.",,,"0",,,,"1085-9586",,,
"28200","Asia Pacific Journal on Human Rights and the Law","Asia Pac. J. Hum. Rights Law",,,"0",,,,"1388-1906","1571-8158",,
"28201","Avicenna Journal of Clinical Medicine","Avicenna J. Clin. Med.",,,"0",,,,"2588-722X","2588-7238",,
"28202","Cardiovascular and Metabolic Science","Cardiovasc. Metab. Sci.",,,"0",,,,"2954-3835","2683-2828",,
"28203","Catholic Historical Review","Cathol. Hist. Rev.","0.1","0.2","0","历史学3区",,,"1534-0708","0008-8080",,
"28204","Chinese Journal of Digestive Endoscopy","Chin. J. Dig. Endosc.",,,"0",,,"中华医学杂质","1007-5232",,,
"28205","Chinese Journal of Laboratory Medicine","Chin. J. Lab. Med.",,,"0",,,"中华医学杂质","1009-9158",,,
"28206","Chinese Journal of Medical Science Research Management","Chin. J. Med. Sci. Res. Manag.",,,"0",,,"中华医学杂质","1006-1924",,,
"28207","Chinese Journal of Pharmaceutical Biotechnology","Chin. J. Pharm. Biotechnol.",,,"0",,,,"1005-8915",,,
"28208","Communiquer","Communiquer","0.1","0.1","0","文学4区",,,"2368-9587",,,
"28209","Dialogue","Dialogue",,,"0",,,,"0242-8962",,,
"28210","Douleur et Analgesie","Douleur Analg.",,,"0",,,,"1951-6398","1011-288X",,
"28211","East African Journal of Neurological Sciences","East Afr. J. Neurol. Sci.",,,"0",,,,"2957-4323","2957-4315",,
"28212","EBU Technical Review","EBU Tech. Rev.",,,"0",,,,"1609-1469","1019-6587",,
"28213","Economie et Prevision","Econ. Previs.",,,"0",,,,"0249-4744","1777-5795",,
"28214","Environmental Engineering (Lithuania)","Environ. Eng. (Lith.)",,,"0",,,,"2029-7092",,,
"28215","Ethnographia","Ethnographia",,,"0",,,,"0014-1798",,,
"28216","European Journal of Clinical Pharmacy","Eur. J. Clin. Pharm.",,,"0",,,,"2385-409X",,,
"28217","FMC Formacion Medica Continuada en Atencion Primaria","FMC Form. Med. Contin. Aten. Primaria",,,"0",,,,"1578-9675","1134-2072",,
"28218","Frontiers in Clinical Drug Research - Anti Infectives","Front. Clin. Drug Res. - Anti Infect.",,,"0",,,"Bentham Science","2452-3208","2352-3212",,
"28219","Geneesmiddelenbulletin","Geneesmiddelenbulletin",,,"0",,,,"0304-4629",,,
"28220","Geological Research in Moravia and Silesia","Geol. Res. Morav. Sil.",,,"0",,,,"2336-4378","1212-6209",,
"28221","Govaresh","Govaresh",,,"0",,,,"1560-7186","2008-756X",,
"28222","Hellenic Journal of Nursing","Hell. J. Nurs.",,,"0",,,,"1105-6843","2241-3049",,
"28223","Indonesian Journal of International and Comparative Law","Indones. J. Int. Comp. Law",,,"0",,,,"2338-770X","2338-7602",,
"28224","International Journal of Development and Conflict","Int. J. Dev. Confl.",,,"0",,,,"2010-2690","2010-2704",,
"28225","International Sports Studies","Int. Sports Stud.","0.1","0.3","0","管理学4区",,,"1443-0770",,,
"28226","Issledovanie Zemli iz Kosmosa, (Earth Research from Space)","Issled. Zemli iz Kosm. (Earth Res. Space)",,,"0",,,,"0205-9614",,,
"28227","ITNOW","ITNOW",,,"0",,,"Oxford","1746-5702",,,
"28228","Japanese Journal of Clinical Pharmacology and Therapeutics","Jpn. J. Clin. Pharmacol. Ther.",,,"0",,,,"1882-8272","0388-1601",,
"28229","Journal of Applied Pharmaceutical Research","J. Appl. Pharm. Res.",,,"0",,,,"2348-0335",,,
"28230","Journal of Forensic Medicine and Toxicology","J. Forensic Med. Toxicol.",,,"0",,,"American Chemical Society","0974-4568","0971-1929",,
"28231","Journal of Oncological Science","J. Oncol. Sci.",,,"0",,,,"2651-4532","2452-3364",,
"28232","Journal of Technology","J. Technol.",,,"0",,,,"1012-3407",,,
"28233","Kartograficke Listy","Kartogr. Listy",,,"0",,,,"1336-5274","2729-8094",,
"28234","Korean Journal of Medical History","Korean J. Med. Hist.","0.2","0.2","0","哲学4区",,,"1225-505X","2093-5609",,
"28235","Kyokai Joho Imeji Zasshi/Journal of the Institute of Image Information and Television Engineers","Kyokai Joho Imeji Zasshi/J. Inst. Image Inf. Telev. Eng.",,,"0",,,,"1342-6907",,,
"28236","Latin American Journal of Pharmacy","Lat. Am. J. Pharm.",,,"0",,"医学4区",,"0326-2383",,,
"28237","Libres","Libres","0.3","0.3","0","管理学4区",,,"1058-6768",,,
"28238","LUMS Law Journal","LUMS Law J.",,,"0",,,,"2414-8407","2414-8415",,
"28239","Maetagused","Maetagused",,,"0",,,,"1406-992X","1406-9938",,
"28240","Medecine Intensive Reanimation","Med. Intensive Reanim.",,,"0",,,,"2496-6142",,,
"28241","Mercian Geologist","Mercian Geol.",,,"0",,,,"0025-990X",,,
"28242","Natural History Bulletin of the Siam Society","Nat. Hist. Bull. Siam Soc.",,,"0",,,,"0080-9462",,,
"28243","Open Biomarkers Journal","Open Biomark. J.",,,"0",,,"Bentham Science","1875-3183",,,
"28244","P.A. Herzen Journal of Oncology","P.A. Herzen J. Oncol.",,,"0",,,,"2309-4745","2305-218X",,
"28245","Philippine Statistician","Philipp. Stat.",,,"0",,,,"2094-0343",,,
"28246","Phillippine Journal of Internal Medicine","Phillippine J. Intern. Med.",,,"0",,,,"0119-9641",,,
"28247","PISTES","PISTES",,,"0",,,,"1481-9384",,,
"28248","Priroda (Czech Republic)","Prir. (Czech Repub.)",,,"0",,,,"1211-3603",,,
"28249","Revista Iberoamericana de la Propiedad Intelectual","Rev. Iberoam. Prop. Intelect.",,,"0",,,,"2422-569X",,,
"28250","Revista Lasallista de Investigacion","Rev. Lasallista Investig.",,,"0",,,,"1794-4449",,,
"28251","Revue Internationale et Strategique","Rev. Int. Strateg.",,,"0",,,,"1287-1672",,,
"28252","Romanian Journal of Infectious Diseases","Rom. J. Infect. Dis.",,,"0",,,,"2069-6051","1454-3389",,
"28253","Scopus: Journal of East African Ornithology","Scopus: J. East Afr. Ornithol.",,,"0",,,,"2313-1799","0250-4162",,
"28254","Siberian Medical Review","Sib. Med. Rev.",,,"0",,,,"1819-9496","2500-0136",,
"28255","Social Medicine","Soc. Med.",,,"0",,,,"1557-7112",,,
"28256","Sociologia e Ricerca Sociale","Sociol. Ric. Soc.",,,"0",,,,"1121-1148",,,
"28257","Steel Times International","Steel Times Int.",,,"0",,,,"0143-7798",,,
"28258","Synergies Espagne","Synerg. Esp.",,,"0",,,,"1961-9359","2260-6513",,
"28259","Turkic Languages","Turk. Lang.","0.7","0.4","0","文学4区",,,"1431-4983",,,
"28260","Turkish Journal of Ear Nose and Throat","Turk. J. Ear Nose Throat",,,"0",,,,"2602-4837",,,
"28261","Turkiye Klinikleri Pediatri","Turk. Klin. Pediatri",,,"0",,,,"1300-0381","2146-8990",,
"28262","Undergraduate Research in Natural and Clinical Science and Technology Journal","Undergrad. Res. Nat. Clin. Sci. Technol. J.",,,"0",,,,"2561-5637",,,
"28263","Uspekhi Fiziologicheskikh Nauk","Uspekhi Fiziol. Nauk",,,"0",,,,"0301-1798",,,
"28264","VDI-Berichte","VDI-Ber.",,,"0",,,,"0083-5560",,,
"28265","Waldokologie Online","Wald. Online",,,"0",,,,"1867-710X","1614-7103",,
"28266","Zeitschrift fur Arabische Linguistik","Z. fur Arab. Linguist.",,,"0",,,,"2747-4437",,,
"28267","Zeitschrift fur Arznei- und Gewurzpflanzen","Z. fur Arznei- Gewurzpflanzen",,,"0",,,,"1431-9292",,,
"28268","IEEE International Conference on Adaptive Science and Technology, ICAST","IEEE Int. Conf. Adapt. Sci. Technol. ICAST",,,"0",,,"IEEE","2326-9413","2326-9448",,
"28269","Proceedings of the Brazilian Symposium on GeoInformatics","Proc. Braz. Symp. GeoInformatics",,,"0",,,,"2179-4847",,,
"28270","Proceedings of the IAHR World Congress","Proc. IAHR World Congr.",,,"0",,,,"2521-716X","2521-7119",,
"28271","Acta Universitatis Carolinae Theologica","Acta Univ. Carol. Theol.","0.2",,"0","哲学3区",,,"2336-3398","1804-5588",,
"28272","Akkadica","Akkadica","0.2","0.1","0",,,,"0779-7842","1378-5087",,
"28273","American Scholar","Am. Sch.",,,"0",,,,"0003-0937",,,
"28274","Analisi Linguistica e Letteraria","Anal. Linguist. Lett.",,,"0",,,,"1122-1917","1827-7985",,
"28275","Antike Kunst","Antike Kunst",,,"0",,,,"0003-5688",,,
"28276","Archiv fur Religionsgeschichte","Arch. fur Relig.","0.2","0.2","0","哲学4区",,"Walter De Gruyter","1868-8888","1436-3038",,
"28277","Archivio di Storia della Cultura","Arch. Stor. Cult.",,,"0",,,,"1124-0059","2037-688X",,
"28278","Arhivski Vjesnik","Arh. Vjesn.",,,"0",,,,"0570-9008","1848-3143",,
"28279","Arte y Sociedad (Aranjuez)","Arte Soc. (Aranjuez)",,,"0",,,,"2174-7563",,,
"28280","Arthuriana","Arthuriana",,"0.1","0","文学2区",,,"1078-6279",,,
"28281","Arti Musices","Arti Music.","0.1",,"0","艺术学3区",,,"0587-5455","1848-9303",,
"28282","Bibliotheca Maqriziana","Bibl. Maqriziana",,,"0",,,"Brill","2211-6737",,,
"28283","Bibliothecae.it","Bibl..it",,,"0",,,,"2280-7934","2283-9364",,
"28284","Biuletyn Polskiej Misji Historycznej","Biul. Pol. Misji Hist.",,,"0",,,,"2083-7755","2391-792X",,
"28285","Boletin de Estetica","Bol. Estet.",,,"0",,,,"1668-7132","2408-4417",,
"28286","Cambridge Opera Journal","Camb. Opera J.","0.1","0.2","0","艺术学2区",,"Cambridge","0954-5867",,,
"28287","CEA Critic","CEA Crit.","0.1","0.1","0","文学4区",,"Hopkins","0007-8069",,,
"28288","Celestinesca","Celestinesca","0.1",,"0","文学2区",,,"2695-7183","0147-3085",,
"28289","Colloquia","Colloquia",,,"0",,,,"1822-3737",,,
"28290","Contemporary Buddhism","Contemp. Buddhism","0.1","0.7","0","哲学4区",,"Taylor & Francis","1463-9947",,"https://www.tandfonline.com/journals/rcbh20","https://www.tandfonline.com/feed/rss/rcbh20"
"28291","CounterText","CounterText","0.5","0.3","0","文学4区",,,"2056-4406","2056-4414",,
"28292","Cromohs","Cromohs",,,"0",,,,"1123-7023",,,
"28293","Current Writing","Curr. Writ.",,,"0",,,"Taylor & Francis","1013-929X","2159-9130",,
"28294","Currents of Encounter","Curr. Encount.",,,"0",,,,"0923-6201",,,
"28295","Dansk Teologisk Tidsskrift","Dan. Teol. Tidsskr.",,,"0",,,,"1902-3898","0105-3191",,
"28296","Dialogos","Dialogos",,,"0",,,,"1415-9945","2177-2940",,
"28297","Early Middle English","Early Middle Engl.",,,"0",,,,"2516-9084","2516-9092",,
"28298","Enthymema","Enthymema","0.1","0.1","0","文学4区",,,"2037-2426",,,
"28299","Escritura e Imagen","Escr. Imagen",,,"0","社会学4区",,,"1885-5687","1988-2416",,
"28300","Espacio, Tiempo y Forma, Serie VII: Historia del Arte","Espac. Tiempo Forma VII: Hist. Arte","0.2","0.2","0","艺术学3区",,,"1130-4715","2340-1478",,
"28301","ESQ - Journal of the American Renaissance","ESQ - J. Am. Renaiss.",,,"0",,,,"1935-021X","0093-8297",,
"28302","Eurasian Studies Library","Eurasian Stud. Libr.",,,"0",,,"Brill","1877-9484",,,
"28303","Explorations in Renaissance Culture","Explor. Renaiss. Cult.","0.1","0.1","0","历史学4区",,"Brill","0098-2474","2352-6963",,
"28304","Francopolyphonies","Francopolyphonies",,,"0",,,"Brill","1574-2032",,,
"28305","George Eliot-George Henry Lewes Studies","George Eliot-George Henry Lewes Stud.","0.1","0.2","0","文学4区",,,"2372-1901","2372-191X",,
"28306","Getty Research Journal","Getty Res. J.","0.1","0.2","0","艺术学3区",,,"2329-1249","1944-8740",,
"28307","Gymnasium","Gymnasium","0.2","0.1","0","历史学3区",,,"0342-5231",,,
"28308","Historical Geography","Hist. Geogr.",,,"0",,,,"1091-6458","2331-7523",,
"28309","Historiography of Rome and Its Empire","Hist. Rome Emp.",,,"0",,,"Brill","2468-2314",,,
"28310","History in Flux","Hist. Flux",,,"0",,,,"2706-4441","2706-414X",,
"28311","History of Classical Scholarship","Hist. Class. Scholarsh.",,,"0",,,,"2632-4091",,,
"28312","Iran Studies","Iran Stud.",,,"0",,,"Brill","1569-7401",,,
"28313","Irish University Review","Ir. Univ. Rev.","0.6","0.5","0","文学4区",,,"0021-1427","2047-2153",,
"28314","Islamic History and Civilization","Islam. Hist. Civiliz.",,,"0",,,"Brill","0929-2403",,,
"28315","Jahrbuch fur Regionalgeschichte","Jahrb. fur Reg.",,,"0",,,,"1860-8248",,,
"28316","Janus. Estudios Sobre El Siglo De Oro","Janus, Estud. Sobre Siglo Oro","0.2","0.2","0","文学3区",,,"2254-7290",,,
"28317","Jazz Research Journal","Jazz Res. J.","0.2","0.2","0","艺术学4区",,,"1753-8645","1753-8637",,
"28318","Journal de la Societe des Oceanistes","J. Soc. Ocean.",,,"0",,,,"1760-7256","0300-953X",,
"28319","Journal for Eighteenth-Century Studies","J. Eighteenth-Century Stud.","0.2","0.3","0","历史学3区",,"Wiley","1754-0208","1754-0208",,"https://onlinelibrary.wiley.com/feed/17540208/most-recent"
"28320","Journal of Beckett Studies","J. Beckett Stud.","0.4","0.3","0","文学3区",,,"1759-7811","0309-5207",,
"28321","Journal of Early Modern Christianity","J. Early Mod. Christ.","0.1",,"0","哲学4区",,"Walter De Gruyter","2196-6656","2196-6648",,
"28322","Journal of Somali Studies","J. Somali Stud.",,,"0",,,,"2056-5682","2056-5674",,
"28323","Journal of the Alamire Foundation","J. Alamire Found.",,,"0",,,,"2507-0320","2032-5371",,
"28324","Leiden Studies in Islam and Society","Leiden Stud. Islam Soc.",,,"0",,,"Brill","2210-8920",,,
"28325","Medieval Mediterranean","Mediev. Mediterr.",,,"0",,,"Brill","0928-5520",,,
"28326","Mediterranea: Ricerche Storiche","Mediterr.: Ric. Stor.","0.1","0.1","0","历史学4区",,"Associazione no profit Mediterranea""""","1828-230X","1824-3010",,
"28327","Metafora","Metafora",,,"0",,,,"2617-4839",,,
"28328","Modernist Cultures","Mod. Cult.","0.1","0.3","0","文学4区",,,"2041-1022","1753-8629",,
"28329","Nineteenth-Century Art Worldwide","Ninet.-Century Art Worldw.","0.4","0.3","0","艺术学4区",,,"1543-1002",,,
"28330","Nordisk Judaistik","Nord. Judaistik",,,"0",,,,"2343-4929","0348-1646",,
"28331","Norwegian-American Studies","Nor.-Am. Stud.",,,"0",,,,"0078-1983","2643-8437",,
"28332","Novoe Literaturnoe Obozrenie","Nov. Lit. Obozr.","0.2","0.2","0","文学4区",,,"0869-6365",,,
"28333","Nuncius Series","Nuncius Ser.",,,"0",,,"Brill","2405-5077",,,
"28334","On the Boundary of Two Worlds","On Bound. Two Worlds",,,"0",,,,"1570-7121",,,
"28335","Opera","Opera","0.2","0.2","0","艺术学4区",,,"0030-3526",,,
"28336","Oxford Art Journal","Oxf. Art J.","0.3","0.2","0","艺术学3区",,"Oxford","0142-6540",,,
"28337","Philip Roth Studies","Philip Roth Stud.",,,"0",,,,"1940-5278","1547-3929",,
"28338","Politics and Religion Journal","Polit. Relig. J.","0.2","0.2","0","哲学4区",,,"1820-6581","1820-659X",,
"28339","Preternature","Preternature",,"0.2","0","历史学4区",,,"2161-2196","2161-2188",,
"28340","Problemi","Problemi",,,"0",,,,"0555-2419",,,
"28341","Renascence","Renascence","0.1","0.2","0","文学4区",,,"0034-4346","2329-8626",,
"28342","Revue de la Histoire des Religions","Rev. Hist. Relig.",,,"0",,,,"0035-1423",,,
"28343","Revue des Etudes Slaves","Rev. Etudes Slaves",,,"0",,,,"2117-718X","0080-2557",,
"28344","Revue d'Ethique et de Theologie Morale","Rev. Ethique Theol. Morale",,,"0",,,,"1266-0078","2118-4518",,
"28345","Rijksmuseum Bulletin","Rijksmus. Bull.","0.1","0.1","0","艺术学3区",,,"1877-8127",,,
"28346","Romanica Wratislaviensia","Romanica Wratislav.",,,"0",,,,"0557-2665",,,
"28347","Russian History","Russ. Hist.",,,"0",,,"Brill","0094-288X",,,
"28348","Segle XX","Segle XX",,,"0",,,,"2339-6806",,,
"28349","Sicilia Antiqva","Sicil. Antiqva",,,"0",,,"Fabrizio Serra Editore","1724-9112","1825-4780",,
"28350","Social, Economic and Political Studies of the Middle East and Asia","Soc. Econ. Polit. Stud. Middle East Asia",,,"0",,,"Brill","1385-3376",,,
"28351","Studia Imagologica","Stud. Imagol.",,,"0",,,"Brill","2211-4181","0927-4065",,
"28352","Studia Musicologica","Stud. Musicol.","0.1","0.1","0","艺术学3区",,,"0039-3266",,,
"28353","Studies in Global Slavery","Stud. Glob. Slavery",,,"0",,,"Brill","2405-4585",,,
"28354","Studies in Jewish History and Culture","Stud. Jew. Hist. Cult.",,,"0",,,"Brill","1568-5004",,,
"28355","Studies in Platonism, Neoplatonism, and the Platonic Tradition","Stud. Platonism Neoplatonism Platonic Tradit.",,,"0",,,"Brill","1871-188X",,,
"28356","Studies on the Texts of the Desert of Judah","Stud. Texts Desert Judah",,,"0",,,"Brill","0169-9962",,,
"28357","Tautosakos Darbai","Tautos. Darb.",,,"0",,,,"1392-2831",,,
"28358","Teologicka Reflexe","Teol. Reflexe",,,"0",,,,"1211-1872","2788-0796",,
"28359","Theoretical Studies in Literature and Art","Theor. Stud. Lit. Art",,,"0",,,,"0257-0254",,,
"28360","Toronto Journal of Theology","Tor. J. Theol.","0.2","0.2","0","哲学4区",,,"0826-9831",,,
"28361","Transactions of the Historic Society of Lancashire and Cheshire","Trans. Hist. Soc. Lancs. Ches.",,,"0",,,,"0140-332X","2398-1601",,
"28362","Transsylvania Nostra","Transsylvania Nostra",,,"0",,,,"1842-5631",,,
"28363","Urban History Review","Urban Hist. Rev.",,,"0",,,,"0703-0428",,,
"28364","Vetus Testamentum, Supplements","Vetus Testam. Suppl.",,,"0",,,"Brill","0083-5889",,,
"28365","Vichiana","Vichiana",,,"0",,,"Fabrizio Serra Editore","0042-5079","2035-262X",,
"28366","Victorian Popular Fictions","Vic. Pop. Fict.",,,"0",,,,"2632-4253",,,
"28367","Vigiliae Christianae","Vigiliae Christ.","0.3","0.3","0","哲学3区",,"Brill","0042-6032","1570-0720",,
"28368","Vigiliae Christianae, Supplements","Vigiliae Christ. Suppl.",,,"0",,,"Brill","0920-623X",,,
"28369","Visual Culture in Britain","Vis. Cult. Br.",,,"0",,,"Taylor & Francis","1471-4787","1941-8361","https://www.tandfonline.com/journals/rvcb20","https://www.tandfonline.com/feed/rss/rvcb20"
"28370","Wallace Stevens Journal","Wallace Stevens J.","0.2","0.1","0","文学4区",,"Hopkins","0148-7132",,,
"28371","Wesley and Methodist Studies","Wesley Methodist Stud.","0.2","0.1","0","哲学4区",,,"2291-1723",,,
"28372","Zeitschrift der Savigny-Stiftung fur Rechtsgeschichte, Kanonistische Abteilung","Z. Savigny-Stift. fur Rechtsgesch. Kanon. Abt.","0.1",,"0",,,"Walter De Gruyter","2304-4896","0323-4142",,
"28373","Accounting, Finance, Sustainability, Governance and Fraud","Account. Finance Sustain. Gov. Fraud",,,"0",,,"Springer Nature","2509-7881","2509-7873",,
"28374","Acta Urologica Japonica","Acta Urol. Jpn.",,,"0",,,,"0018-1994",,,
"28375","Advances in Organic Synthesis","Adv. Org. Synth.",,,"0",,,"Bentham Science","2212-408X","1574-0870",,
"28376","Anuario Mexicano de Derecho Internacional","Anu. Mex. Derecho Int.","0.1","0.2","0","社会学4区",,,"1870-4654",,,
